centre_No,centre_name_eng,cand_no,Sex,ccode,subject,grade
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,9,F,MV4140009,Islam,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,10,F,MV4140010,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,10,F,MV4140010,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,11,F,MV4140011,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,11,F,MV4140011,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,12,F,MV4140012,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,12,F,MV4140012,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,13,F,MV4140013,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,13,F,MV4140013,Islam,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,14,F,MV4140014,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,14,F,MV4140014,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,15,M,MV4140015,Dhivehi,E
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,15,M,MV4140015,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,16,F,MV4140016,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,16,F,MV4140016,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,17,M,MV4140017,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,17,M,MV4140017,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,18,F,MV4140018,Dhivehi,E
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,18,F,MV4140018,Islam,E
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,19,F,MV4140019,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,19,F,MV4140019,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,20,F,MV4140020,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,20,F,MV4140020,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,21,F,MV4140021,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,21,F,MV4140021,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,22,F,MV4140022,Dhivehi,E
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,22,F,MV4140022,Islam,D
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,23,F,MV4140023,Dhivehi,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,23,F,MV4140023,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,24,M,MV4140024,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,24,M,MV4140024,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,25,M,MV4140025,Dhivehi,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,25,M,MV4140025,Islam,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,26,M,MV4140026,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,26,M,MV4140026,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,27,M,MV4140027,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,27,M,MV4140027,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,28,M,MV4140028,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,28,M,MV4140028,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,29,M,MV4140029,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,29,M,MV4140029,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,30,M,MV4140030,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,30,M,MV4140030,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,31,M,MV4140031,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,31,M,MV4140031,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,32,F,MV4140032,Dhivehi,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,32,F,MV4140032,Islam,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,33,M,MV4140033,Dhivehi,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,33,M,MV4140033,Islam,C
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,34,F,MV4140034,Dhivehi,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,34,F,MV4140034,Islam,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,35,F,MV4140035,Dhivehi,B
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,35,F,MV4140035,Islam,A
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,36,M,MV4140036,Dhivehi,D
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,36,M,MV4140036,Islam,D
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,37,M,MV4140037,Islam,U
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,38,M,MV4140038,Dhivehi,U
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,38,M,MV4140038,Islam,E
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,39,M,MV4140039,Dhivehi,E
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,39,M,MV4140039,Islam,U
MV414,ALIFU DHAALU ATOLL EDUCATION CENTRE ,40,F,MV4140040,Islam,U
MV415,ALIFU DHAALU ATOLL SCHOOL,1,M,MV4150001,Dhivehi,A
MV415,ALIFU DHAALU ATOLL SCHOOL,1,M,MV4150001,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,2,M,MV4150002,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,2,M,MV4150002,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,3,M,MV4150003,Dhivehi,C
MV415,ALIFU DHAALU ATOLL SCHOOL,3,M,MV4150003,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,4,F,MV4150004,Dhivehi,D
MV415,ALIFU DHAALU ATOLL SCHOOL,4,F,MV4150004,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,5,F,MV4150005,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,5,F,MV4150005,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,6,F,MV4150006,Dhivehi,U
MV415,ALIFU DHAALU ATOLL SCHOOL,7,M,MV4150007,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,7,M,MV4150007,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,8,F,MV4150008,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,8,F,MV4150008,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,9,F,MV4150009,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,9,F,MV4150009,Islam,B
MV415,ALIFU DHAALU ATOLL SCHOOL,10,F,MV4150010,Dhivehi,D
MV415,ALIFU DHAALU ATOLL SCHOOL,10,F,MV4150010,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,11,F,MV4150011,Dhivehi,D
MV415,ALIFU DHAALU ATOLL SCHOOL,11,F,MV4150011,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,12,M,MV4150012,Dhivehi,C
MV415,ALIFU DHAALU ATOLL SCHOOL,12,M,MV4150012,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,13,F,MV4150013,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,13,F,MV4150013,Islam,D
MV415,ALIFU DHAALU ATOLL SCHOOL,14,F,MV4150014,Dhivehi,X
MV415,ALIFU DHAALU ATOLL SCHOOL,14,F,MV4150014,Islam,X
MV415,ALIFU DHAALU ATOLL SCHOOL,15,F,MV4150015,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,15,F,MV4150015,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,16,F,MV4150016,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,16,F,MV4150016,Islam,D
MV415,ALIFU DHAALU ATOLL SCHOOL,17,F,MV4150017,Dhivehi,A
MV415,ALIFU DHAALU ATOLL SCHOOL,17,F,MV4150017,Islam,B
MV415,ALIFU DHAALU ATOLL SCHOOL,18,F,MV4150018,Dhivehi,D
MV415,ALIFU DHAALU ATOLL SCHOOL,18,F,MV4150018,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,19,F,MV4150019,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,19,F,MV4150019,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,20,M,MV4150020,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,20,M,MV4150020,Islam,U
MV415,ALIFU DHAALU ATOLL SCHOOL,21,M,MV4150021,Dhivehi,A
MV415,ALIFU DHAALU ATOLL SCHOOL,21,M,MV4150021,Islam,B
MV415,ALIFU DHAALU ATOLL SCHOOL,22,M,MV4150022,Dhivehi,C
MV415,ALIFU DHAALU ATOLL SCHOOL,22,M,MV4150022,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,23,M,MV4150023,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,23,M,MV4150023,Islam,D
MV415,ALIFU DHAALU ATOLL SCHOOL,24,F,MV4150024,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,24,F,MV4150024,Islam,D
MV415,ALIFU DHAALU ATOLL SCHOOL,25,F,MV4150025,Dhivehi,A
MV415,ALIFU DHAALU ATOLL SCHOOL,25,F,MV4150025,Islam,B
MV415,ALIFU DHAALU ATOLL SCHOOL,26,F,MV4150026,Dhivehi,A
MV415,ALIFU DHAALU ATOLL SCHOOL,26,F,MV4150026,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,27,F,MV4150027,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,27,F,MV4150027,Islam,U
MV415,ALIFU DHAALU ATOLL SCHOOL,28,F,MV4150028,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,28,F,MV4150028,Islam,A
MV415,ALIFU DHAALU ATOLL SCHOOL,29,F,MV4150029,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,29,F,MV4150029,Islam,B
MV415,ALIFU DHAALU ATOLL SCHOOL,30,M,MV4150030,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,30,M,MV4150030,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,31,M,MV4150031,Dhivehi,U
MV415,ALIFU DHAALU ATOLL SCHOOL,31,M,MV4150031,Islam,U
MV415,ALIFU DHAALU ATOLL SCHOOL,32,M,MV4150032,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,32,M,MV4150032,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,33,M,MV4150033,Dhivehi,C
MV415,ALIFU DHAALU ATOLL SCHOOL,33,M,MV4150033,Islam,D
MV415,ALIFU DHAALU ATOLL SCHOOL,34,M,MV4150034,Dhivehi,E
MV415,ALIFU DHAALU ATOLL SCHOOL,34,M,MV4150034,Islam,E
MV415,ALIFU DHAALU ATOLL SCHOOL,35,M,MV4150035,Dhivehi,C
MV415,ALIFU DHAALU ATOLL SCHOOL,35,M,MV4150035,Islam,D
MV415,ALIFU DHAALU ATOLL SCHOOL,36,M,MV4150036,Dhivehi,C
MV415,ALIFU DHAALU ATOLL SCHOOL,36,M,MV4150036,Islam,C
MV415,ALIFU DHAALU ATOLL SCHOOL,37,F,MV4150037,Dhivehi,C
MV415,ALIFU DHAALU ATOLL SCHOOL,37,F,MV4150037,Islam,D
MV415,ALIFU DHAALU ATOLL SCHOOL,38,F,MV4150038,Dhivehi,X
MV415,ALIFU DHAALU ATOLL SCHOOL,38,F,MV4150038,Islam,X
MV415,ALIFU DHAALU ATOLL SCHOOL,39,M,MV4150039,Dhivehi,X
MV415,ALIFU DHAALU ATOLL SCHOOL,39,M,MV4150039,Islam,X
MV415,ALIFU DHAALU ATOLL SCHOOL,40,M,MV4150040,Dhivehi,A
MV415,ALIFU DHAALU ATOLL SCHOOL,40,M,MV4150040,Islam,A
MV415,ALIFU DHAALU ATOLL SCHOOL,41,M,MV4150041,Dhivehi,B
MV415,ALIFU DHAALU ATOLL SCHOOL,41,M,MV4150041,Islam,C
MV416,VAAVU ATOLL EDUCATION CENTRE ,1,F,MV4160001,Dhivehi,A
MV416,VAAVU ATOLL EDUCATION CENTRE ,1,F,MV4160001,Islam,B
MV416,VAAVU ATOLL EDUCATION CENTRE ,2,F,MV4160002,Dhivehi,B
MV416,VAAVU ATOLL EDUCATION CENTRE ,2,F,MV4160002,Islam,C
MV416,VAAVU ATOLL EDUCATION CENTRE ,3,M,MV4160003,Dhivehi,A
MV416,VAAVU ATOLL EDUCATION CENTRE ,3,M,MV4160003,Islam,A
MV416,VAAVU ATOLL EDUCATION CENTRE ,4,M,MV4160004,Dhivehi,B
MV416,VAAVU ATOLL EDUCATION CENTRE ,4,M,MV4160004,Islam,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,1,M,MV4170001,Dhivehi,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,1,M,MV4170001,Islam,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,2,M,MV4170002,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,2,M,MV4170002,Islam,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,3,M,MV4170003,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,3,M,MV4170003,Islam,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,4,F,MV4170004,Dhivehi,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,4,F,MV4170004,Islam,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,5,F,MV4170005,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,5,F,MV4170005,Islam,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,6,F,MV4170006,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,6,F,MV4170006,Islam,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,7,F,MV4170007,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,7,F,MV4170007,Islam,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,8,F,MV4170008,Dhivehi,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,8,F,MV4170008,Islam,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,10,F,MV4170010,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,10,F,MV4170010,Islam,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,11,F,MV4170011,Dhivehi,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,11,F,MV4170011,Islam,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,12,F,MV4170012,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,12,F,MV4170012,Islam,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,13,F,MV4170013,Dhivehi,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,13,F,MV4170013,Islam,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,14,F,MV4170014,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,14,F,MV4170014,Islam,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,15,M,MV4170015,Dhivehi,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,15,M,MV4170015,Islam,D
MV417,MEEMU ATOLL EDUCATION CENTRE ,16,F,MV4170016,Dhivehi,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,16,F,MV4170016,Islam,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,17,M,MV4170017,Dhivehi,U
MV417,MEEMU ATOLL EDUCATION CENTRE ,17,M,MV4170017,Islam,E
MV417,MEEMU ATOLL EDUCATION CENTRE ,18,M,MV4170018,Dhivehi,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,18,M,MV4170018,Islam,B
MV417,MEEMU ATOLL EDUCATION CENTRE ,19,M,MV4170019,Dhivehi,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,19,M,MV4170019,Islam,C
MV417,MEEMU ATOLL EDUCATION CENTRE ,20,M,MV4170020,Dhivehi,A
MV417,MEEMU ATOLL EDUCATION CENTRE ,20,M,MV4170020,Islam,B
MV418,MEEMU ATOLL SCHOOL,1,M,MV4180001,Dhivehi,C
MV418,MEEMU ATOLL SCHOOL,1,M,MV4180001,Islam,C
MV418,MEEMU ATOLL SCHOOL,2,M,MV4180002,Dhivehi,C
MV418,MEEMU ATOLL SCHOOL,2,M,MV4180002,Islam,C
MV418,MEEMU ATOLL SCHOOL,3,M,MV4180003,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,3,M,MV4180003,Islam,B
MV418,MEEMU ATOLL SCHOOL,4,M,MV4180004,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,4,M,MV4180004,Islam,A
MV418,MEEMU ATOLL SCHOOL,5,F,MV4180005,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,5,F,MV4180005,Islam,C
MV418,MEEMU ATOLL SCHOOL,6,F,MV4180006,Dhivehi,C
MV418,MEEMU ATOLL SCHOOL,6,F,MV4180006,Islam,B
MV418,MEEMU ATOLL SCHOOL,7,F,MV4180007,Dhivehi,A
MV418,MEEMU ATOLL SCHOOL,7,F,MV4180007,Islam,A
MV418,MEEMU ATOLL SCHOOL,8,M,MV4180008,Dhivehi,D
MV418,MEEMU ATOLL SCHOOL,8,M,MV4180008,Islam,D
MV418,MEEMU ATOLL SCHOOL,9,F,MV4180009,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,9,F,MV4180009,Islam,B
MV418,MEEMU ATOLL SCHOOL,10,F,MV4180010,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,10,F,MV4180010,Islam,B
MV418,MEEMU ATOLL SCHOOL,11,F,MV4180011,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,11,F,MV4180011,Islam,A
MV418,MEEMU ATOLL SCHOOL,12,F,MV4180012,Dhivehi,A
MV418,MEEMU ATOLL SCHOOL,12,F,MV4180012,Islam,A
MV418,MEEMU ATOLL SCHOOL,13,M,MV4180013,Dhivehi,D
MV418,MEEMU ATOLL SCHOOL,13,M,MV4180013,Islam,D
MV418,MEEMU ATOLL SCHOOL,14,M,MV4180014,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,14,M,MV4180014,Islam,B
MV418,MEEMU ATOLL SCHOOL,15,M,MV4180015,Dhivehi,C
MV418,MEEMU ATOLL SCHOOL,15,M,MV4180015,Islam,C
MV418,MEEMU ATOLL SCHOOL,16,F,MV4180016,Dhivehi,B
MV418,MEEMU ATOLL SCHOOL,16,F,MV4180016,Islam,B
MV419,MULAKU SCHOOL ,1,F,MV4190001,Dhivehi,C
MV419,MULAKU SCHOOL ,1,F,MV4190001,Islam,D
MV419,MULAKU SCHOOL ,2,M,MV4190002,Dhivehi,D
MV419,MULAKU SCHOOL ,2,M,MV4190002,Islam,C
MV419,MULAKU SCHOOL ,3,M,MV4190003,Dhivehi,D
MV419,MULAKU SCHOOL ,3,M,MV4190003,Islam,C
MV419,MULAKU SCHOOL ,4,M,MV4190004,Dhivehi,D
MV419,MULAKU SCHOOL ,4,M,MV4190004,Islam,D
MV419,MULAKU SCHOOL ,5,F,MV4190005,Dhivehi,A
MV419,MULAKU SCHOOL ,5,F,MV4190005,Islam,A
MV419,MULAKU SCHOOL ,6,F,MV4190006,Dhivehi,D
MV419,MULAKU SCHOOL ,6,F,MV4190006,Islam,C
MV419,MULAKU SCHOOL ,7,F,MV4190007,Dhivehi,B
MV419,MULAKU SCHOOL ,7,F,MV4190007,Islam,C
MV419,MULAKU SCHOOL ,8,F,MV4190008,Dhivehi,C
MV419,MULAKU SCHOOL ,8,F,MV4190008,Islam,C
MV419,MULAKU SCHOOL ,9,F,MV4190009,Dhivehi,C
MV419,MULAKU SCHOOL ,9,F,MV4190009,Islam,B
MV419,MULAKU SCHOOL ,10,F,MV4190010,Dhivehi,B
MV419,MULAKU SCHOOL ,10,F,MV4190010,Islam,C
MV419,MULAKU SCHOOL ,11,M,MV4190011,Dhivehi,C
MV419,MULAKU SCHOOL ,11,M,MV4190011,Islam,C
MV419,MULAKU SCHOOL ,12,M,MV4190012,Dhivehi,B
MV419,MULAKU SCHOOL ,12,M,MV4190012,Islam,B
MV419,MULAKU SCHOOL ,13,M,MV4190013,Dhivehi,E
MV419,MULAKU SCHOOL ,13,M,MV4190013,Islam,E
MV419,MULAKU SCHOOL ,14,M,MV4190014,Dhivehi,B
MV419,MULAKU SCHOOL ,14,M,MV4190014,Islam,C
MV419,MULAKU SCHOOL ,15,M,MV4190015,Dhivehi,E
MV419,MULAKU SCHOOL ,15,M,MV4190015,Islam,C
MV419,MULAKU SCHOOL ,16,F,MV4190016,Dhivehi,B
MV419,MULAKU SCHOOL ,16,F,MV4190016,Islam,A
MV419,MULAKU SCHOOL ,17,F,MV4190017,Dhivehi,A
MV419,MULAKU SCHOOL ,17,F,MV4190017,Islam,B
MV419,MULAKU SCHOOL ,18,M,MV4190018,Dhivehi,B
MV419,MULAKU SCHOOL ,18,M,MV4190018,Islam,B
MV419,MULAKU SCHOOL ,19,M,MV4190019,Dhivehi,D
MV419,MULAKU SCHOOL ,19,M,MV4190019,Islam,D
MV419,MULAKU SCHOOL ,20,M,MV4190020,Dhivehi,C
MV419,MULAKU SCHOOL ,20,M,MV4190020,Islam,D
MV419,MULAKU SCHOOL ,21,M,MV4190021,Dhivehi,C
MV419,MULAKU SCHOOL ,21,M,MV4190021,Islam,C
MV419,MULAKU SCHOOL ,22,F,MV4190022,Dhivehi,C
MV419,MULAKU SCHOOL ,22,F,MV4190022,Islam,B
MV419,MULAKU SCHOOL ,23,M,MV4190023,Dhivehi,D
MV419,MULAKU SCHOOL ,23,M,MV4190023,Islam,E
MV419,MULAKU SCHOOL ,24,F,MV4190024,Dhivehi,B
MV419,MULAKU SCHOOL ,24,F,MV4190024,Islam,B
MV419,MULAKU SCHOOL ,25,F,MV4190025,Dhivehi,A
MV419,MULAKU SCHOOL ,25,F,MV4190025,Islam,B
MV419,MULAKU SCHOOL ,26,M,MV4190026,Dhivehi,U
MV419,MULAKU SCHOOL ,26,M,MV4190026,Islam,U
MV420,FAAFU ATOLL EDUCATION CENTRE ,1,M,MV4200001,Dhivehi,C
MV420,FAAFU ATOLL EDUCATION CENTRE ,1,M,MV4200001,Islam,C
MV420,FAAFU ATOLL EDUCATION CENTRE ,2,M,MV4200002,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,2,M,MV4200002,Islam,C
MV420,FAAFU ATOLL EDUCATION CENTRE ,3,F,MV4200003,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,3,F,MV4200003,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,4,M,MV4200004,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,4,M,MV4200004,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,5,F,MV4200005,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,5,F,MV4200005,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,6,F,MV4200006,Dhivehi,E
MV420,FAAFU ATOLL EDUCATION CENTRE ,6,F,MV4200006,Islam,D
MV420,FAAFU ATOLL EDUCATION CENTRE ,7,F,MV4200007,Dhivehi,C
MV420,FAAFU ATOLL EDUCATION CENTRE ,7,F,MV4200007,Islam,E
MV420,FAAFU ATOLL EDUCATION CENTRE ,8,M,MV4200008,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,8,M,MV4200008,Islam,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,9,F,MV4200009,Dhivehi,E
MV420,FAAFU ATOLL EDUCATION CENTRE ,9,F,MV4200009,Islam,E
MV420,FAAFU ATOLL EDUCATION CENTRE ,10,F,MV4200010,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,10,F,MV4200010,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,11,M,MV4200011,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,11,M,MV4200011,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,12,F,MV4200012,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,12,F,MV4200012,Islam,C
MV420,FAAFU ATOLL EDUCATION CENTRE ,13,F,MV4200013,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,13,F,MV4200013,Islam,D
MV420,FAAFU ATOLL EDUCATION CENTRE ,14,M,MV4200014,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,14,M,MV4200014,Islam,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,15,M,MV4200015,Dhivehi,U
MV420,FAAFU ATOLL EDUCATION CENTRE ,15,M,MV4200015,Islam,U
MV420,FAAFU ATOLL EDUCATION CENTRE ,16,M,MV4200016,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,16,M,MV4200016,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,17,F,MV4200017,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,17,F,MV4200017,Islam,C
MV420,FAAFU ATOLL EDUCATION CENTRE ,18,F,MV4200018,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,18,F,MV4200018,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,19,M,MV4200019,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,19,M,MV4200019,Islam,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,20,M,MV4200020,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,20,M,MV4200020,Islam,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,21,F,MV4200021,Dhivehi,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,21,F,MV4200021,Islam,B
MV420,FAAFU ATOLL EDUCATION CENTRE ,22,F,MV4200022,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,22,F,MV4200022,Islam,C
MV420,FAAFU ATOLL EDUCATION CENTRE ,23,M,MV4200023,Dhivehi,E
MV420,FAAFU ATOLL EDUCATION CENTRE ,23,M,MV4200023,Islam,D
MV420,FAAFU ATOLL EDUCATION CENTRE ,24,M,MV4200024,Dhivehi,D
MV420,FAAFU ATOLL EDUCATION CENTRE ,24,M,MV4200024,Islam,D
MV420,FAAFU ATOLL EDUCATION CENTRE ,25,M,MV4200025,Dhivehi,X
MV420,FAAFU ATOLL EDUCATION CENTRE ,25,M,MV4200025,Islam,X
MV420,FAAFU ATOLL EDUCATION CENTRE ,26,F,MV4200026,Dhivehi,A
MV420,FAAFU ATOLL EDUCATION CENTRE ,26,F,MV4200026,Islam,B
